Data,pm25,pm10,o3,no2,so2,co
2017-02-04,68.0,54.0,27.0,31.0,2.0,5.0
2017-02-05,68.0,60.0,27.0,31.0,2.0,5.0
2017-02-06,68.0,57.0,27.0,31.0,2.0,5.0
2017-02-07,68.0,34.0,27.0,31.0,2.0,5.0
2017-02-08,68.0,32.0,27.0,31.0,2.0,5.0
2017-02-09,68.0,46.0,27.0,31.0,2.0,5.0
2017-02-10,68.0,50.0,27.0,31.0,2.0,5.0
2017-02-11,68.0,48.0,27.0,31.0,2.0,5.0
2017-02-12,68.0,41.0,27.0,31.0,2.0,5.0
2017-02-13,68.0,50.0,27.0,31.0,2.0,5.0
2017-02-14,68.0,89.0,27.0,31.0,2.0,5.0
2017-02-15,68.0,127.0,27.0,31.0,2.0,5.0
2017-02-16,68.0,94.0,27.0,31.0,2.0,5.0
2017-02-17,68.0,78.0,27.0,31.0,2.0,5.0
2017-02-18,68.0,58.0,27.0,31.0,2.0,5.0
2017-02-19,68.0,55.0,27.0,31.0,2.0,5.0
2017-02-20,68.0,41.0,27.0,31.0,2.0,5.0
2017-02-21,68.0,11.0,27.0,31.0,2.0,5.0
2017-02-22,68.0,13.0,27.0,31.0,2.0,5.0
2017-02-23,68.0,15.0,27.0,31.0,2.0,5.0
2017-02-24,68.0,11.0,27.0,31.0,2.0,5.0
2017-02-25,68.0,27.0,27.0,31.0,2.0,5.0
2017-02-26,68.0,33.0,27.0,31.0,2.0,5.0
2017-02-27,68.0,40.0,27.0,31.0,2.0,5.0
2017-02-28,68.0,39.0,27.0,31.0,2.0,5.0
2017-03-01,68.0,21.0,27.0,31.0,2.0,5.0
2017-03-02,68.0,30.0,27.0,31.0,2.0,5.0
2017-03-03,68.0,31.0,27.0,31.0,2.0,5.0
2017-03-04,68.0,37.0,27.0,31.0,2.0,5.0
2017-03-05,68.0,17.0,27.0,31.0,2.0,5.0
2017-03-06,68.0,21.0,27.0,31.0,2.0,5.0
2017-03-07,68.0,41.0,27.0,31.0,2.0,5.0
2017-03-08,68.0,36.0,27.0,31.0,2.0,5.0
2017-03-09,68.0,47.0,27.0,31.0,2.0,5.0
2017-03-10,68.0,42.0,27.0,31.0,2.0,5.0
2017-03-11,68.0,26.0,27.0,31.0,2.0,5.0
2017-03-12,68.0,25.0,27.0,31.0,2.0,5.0
2017-03-13,68.0,35.0,27.0,31.0,2.0,5.0
2017-03-14,68.0,74.0,27.0,31.0,2.0,5.0
2017-03-15,68.0,61.0,27.0,31.0,2.0,5.0
2017-03-16,68.0,37.0,27.0,31.0,2.0,5.0
2017-03-17,68.0,41.0,27.0,31.0,2.0,5.0
2017-03-18,68.0,13.0,27.0,31.0,2.0,5.0
2017-03-19,68.0,11.0,27.0,31.0,2.0,5.0
2017-03-20,68.0,23.0,27.0,31.0,2.0,5.0
2017-03-21,68.0,44.0,27.0,31.0,2.0,5.0
2017-03-22,68.0,37.0,27.0,31.0,2.0,5.0
2017-03-23,68.0,20.0,27.0,31.0,2.0,5.0
2017-03-24,68.0,47.0,27.0,31.0,2.0,5.0
2017-03-25,68.0,45.0,27.0,31.0,2.0,5.0
2017-03-26,68.0,18.0,27.0,31.0,2.0,5.0
2017-03-27,68.0,47.0,27.0,31.0,2.0,5.0
2017-03-28,68.0,51.0,27.0,31.0,2.0,5.0
2017-03-29,68.0,81.0,27.0,31.0,2.0,5.0
2017-03-30,68.0,32.0,27.0,31.0,2.0,5.0
2017-03-31,68.0,52.0,27.0,31.0,2.0,5.0
2017-04-01,68.0,41.0,27.0,31.0,2.0,5.0
2017-04-02,68.0,37.0,27.0,31.0,2.0,5.0
2017-04-03,68.0,26.0,27.0,31.0,2.0,5.0
2017-04-04,68.0,29.0,27.0,31.0,2.0,5.0
2017-04-05,68.0,34.0,27.0,31.0,2.0,5.0
2017-04-06,68.0,15.0,27.0,31.0,2.0,5.0
2017-04-07,68.0,17.0,27.0,31.0,2.0,5.0
2017-04-08,68.0,14.0,27.0,31.0,2.0,5.0
2017-04-09,68.0,32.0,27.0,31.0,2.0,5.0
2017-04-10,68.0,35.0,27.0,31.0,2.0,5.0
2017-04-11,68.0,20.0,27.0,31.0,2.0,5.0
2017-04-12,68.0,24.0,27.0,31.0,2.0,5.0
2017-04-13,68.0,14.0,27.0,31.0,2.0,5.0
2017-04-14,68.0,21.0,27.0,31.0,2.0,5.0
2017-04-15,68.0,31.0,27.0,31.0,2.0,5.0
2017-04-16,68.0,13.0,27.0,31.0,2.0,5.0
2017-04-17,68.0,17.0,27.0,31.0,2.0,5.0
2017-04-18,68.0,9.0,27.0,31.0,2.0,5.0
2017-04-19,68.0,13.0,27.0,31.0,2.0,5.0
2017-04-20,68.0,14.0,27.0,31.0,2.0,5.0
2017-04-21,68.0,33.0,27.0,31.0,2.0,5.0
2017-04-22,68.0,19.0,27.0,31.0,2.0,5.0
2017-04-23,68.0,16.0,27.0,31.0,2.0,5.0
2017-04-24,68.0,19.0,27.0,31.0,2.0,5.0
2017-04-25,68.0,28.0,27.0,31.0,2.0,5.0
2017-04-26,68.0,17.0,27.0,31.0,2.0,5.0
2017-04-27,68.0,11.0,27.0,31.0,2.0,5.0
2017-04-28,68.0,13.0,27.0,31.0,2.0,5.0
2017-04-29,68.0,27.0,27.0,31.0,2.0,5.0
2017-04-30,68.0,29.0,27.0,31.0,2.0,5.0
2017-05-01,68.0,21.0,27.0,31.0,2.0,5.0
2017-05-02,68.0,21.0,27.0,31.0,2.0,5.0
2017-05-03,68.0,25.0,27.0,31.0,2.0,5.0
2017-05-04,68.0,24.0,27.0,31.0,2.0,5.0
2017-05-05,68.0,22.0,27.0,31.0,2.0,5.0
2017-05-06,68.0,23.0,27.0,31.0,2.0,5.0
2017-05-07,68.0,26.0,27.0,31.0,2.0,5.0
2017-05-08,68.0,17.0,27.0,31.0,2.0,5.0
2017-05-09,68.0,11.0,27.0,31.0,2.0,5.0
2017-05-10,68.0,25.0,27.0,31.0,2.0,5.0
2017-05-11,68.0,31.0,27.0,31.0,2.0,5.0
2017-05-12,68.0,21.0,27.0,31.0,2.0,5.0
2017-05-13,68.0,24.0,27.0,31.0,2.0,5.0
2017-05-14,68.0,22.0,27.0,31.0,2.0,5.0
2017-05-15,68.0,24.0,27.0,31.0,2.0,5.0
2017-05-16,68.0,27.0,27.0,31.0,2.0,5.0
2017-05-17,68.0,28.0,27.0,31.0,2.0,5.0
2017-05-18,68.0,27.0,27.0,31.0,2.0,5.0
2017-05-19,68.0,26.0,27.0,31.0,2.0,5.0
2017-05-20,68.0,30.0,27.0,31.0,2.0,5.0
2017-05-21,68.0,18.0,27.0,31.0,2.0,5.0
2017-05-22,68.0,16.0,27.0,31.0,2.0,5.0
2017-05-23,68.0,25.0,27.0,31.0,2.0,5.0
2017-05-24,68.0,16.0,27.0,31.0,2.0,5.0
2017-05-25,68.0,15.0,27.0,31.0,2.0,5.0
2017-05-26,68.0,25.0,27.0,31.0,2.0,5.0
2017-05-27,68.0,17.0,27.0,31.0,2.0,5.0
2017-05-28,68.0,16.0,27.0,31.0,2.0,5.0
2017-05-29,68.0,30.0,27.0,31.0,2.0,5.0
2017-05-30,68.0,24.0,27.0,31.0,2.0,5.0
2017-05-31,68.0,17.0,27.0,31.0,2.0,5.0
2017-06-01,68.0,20.0,27.0,31.0,2.0,5.0
2017-06-02,68.0,24.0,27.0,31.0,2.0,5.0
2017-06-03,68.0,22.0,27.0,31.0,2.0,5.0
2017-06-04,68.0,15.0,27.0,31.0,2.0,5.0
2017-06-05,68.0,13.0,27.0,31.0,2.0,5.0
2017-06-06,68.0,22.0,27.0,31.0,2.0,5.0
2017-06-07,68.0,17.0,27.0,31.0,2.0,5.0
2017-06-08,68.0,18.0,27.0,31.0,2.0,5.0
2017-06-09,68.0,21.0,27.0,31.0,2.0,5.0
2017-06-10,68.0,19.0,27.0,31.0,2.0,5.0
2017-06-11,68.0,16.0,27.0,31.0,2.0,5.0
2017-06-12,68.0,19.0,27.0,31.0,2.0,5.0
2017-06-13,68.0,20.0,27.0,31.0,2.0,5.0
2017-06-14,68.0,19.0,27.0,31.0,2.0,5.0
2017-06-15,68.0,18.0,27.0,31.0,2.0,5.0
2017-06-16,68.0,14.0,27.0,31.0,2.0,5.0
2017-06-17,68.0,8.0,27.0,31.0,2.0,5.0
2017-06-18,68.0,12.0,27.0,31.0,2.0,5.0
2017-06-19,68.0,21.0,27.0,31.0,2.0,5.0
2017-06-20,68.0,22.0,27.0,31.0,2.0,5.0
2017-06-21,68.0,17.0,27.0,31.0,2.0,5.0
2017-06-22,68.0,26.0,27.0,31.0,2.0,5.0
2017-06-23,68.0,19.0,27.0,31.0,2.0,5.0
2017-06-24,68.0,22.0,27.0,31.0,2.0,5.0
2017-06-25,68.0,21.0,27.0,31.0,2.0,5.0
2017-06-26,68.0,15.0,27.0,31.0,2.0,5.0
2017-06-27,68.0,16.0,27.0,31.0,2.0,5.0
2017-06-28,68.0,24.0,27.0,31.0,2.0,5.0
2017-06-29,68.0,14.0,27.0,31.0,2.0,5.0
2017-06-30,68.0,9.0,27.0,31.0,2.0,5.0
2017-07-01,68.0,10.0,27.0,31.0,2.0,5.0
2017-07-02,68.0,7.0,27.0,31.0,2.0,5.0
2017-07-03,68.0,14.0,27.0,31.0,2.0,5.0
2017-07-04,68.0,18.0,27.0,31.0,2.0,5.0
2017-07-05,68.0,16.0,27.0,31.0,2.0,5.0
2017-07-06,68.0,14.0,27.0,31.0,2.0,5.0
2017-07-07,68.0,17.0,27.0,31.0,2.0,5.0
2017-07-08,68.0,16.0,27.0,31.0,2.0,5.0
2017-07-09,68.0,15.0,27.0,31.0,2.0,5.0
2017-07-10,68.0,21.0,27.0,31.0,2.0,5.0
2017-07-11,68.0,13.0,27.0,31.0,2.0,5.0
2017-07-12,68.0,17.0,27.0,31.0,2.0,5.0
2017-07-13,68.0,12.0,27.0,31.0,2.0,5.0
2017-07-14,68.0,20.0,27.0,31.0,2.0,5.0
2017-07-15,68.0,15.0,27.0,31.0,2.0,5.0
2017-07-16,68.0,17.0,27.0,31.0,2.0,5.0
2017-07-17,68.0,18.0,27.0,31.0,2.0,5.0
2017-07-18,68.0,23.0,27.0,31.0,2.0,5.0
2017-07-19,68.0,26.0,27.0,31.0,2.0,5.0
2017-07-20,68.0,26.0,27.0,31.0,2.0,5.0
2017-07-21,68.0,18.0,27.0,31.0,2.0,5.0
2017-07-22,68.0,15.0,27.0,31.0,2.0,5.0
2017-07-23,68.0,12.0,27.0,31.0,2.0,5.0
2017-07-24,68.0,14.0,27.0,31.0,2.0,5.0
2017-07-25,68.0,14.0,27.0,31.0,2.0,5.0
2017-07-26,68.0,10.0,27.0,31.0,2.0,5.0
2017-07-27,68.0,12.0,27.0,31.0,2.0,5.0
2017-07-28,68.0,11.0,27.0,31.0,2.0,5.0
2017-07-29,68.0,19.0,27.0,31.0,2.0,5.0
2017-07-30,68.0,15.0,27.0,31.0,2.0,5.0
2017-07-31,68.0,24.0,27.0,31.0,2.0,5.0
2017-08-01,68.0,27.0,27.0,31.0,2.0,5.0
2017-08-02,68.0,37.0,27.0,31.0,2.0,5.0
2017-08-03,68.0,32.0,27.0,31.0,2.0,5.0
2017-08-04,68.0,27.0,27.0,31.0,2.0,5.0
2017-08-05,68.0,22.0,27.0,31.0,2.0,5.0
2017-08-06,68.0,17.0,27.0,31.0,2.0,5.0
2017-08-07,68.0,13.0,27.0,31.0,2.0,5.0
2017-08-08,68.0,21.0,27.0,31.0,2.0,5.0
2017-08-09,68.0,27.0,27.0,31.0,2.0,5.0
2017-08-10,68.0,45.0,27.0,31.0,2.0,5.0
2017-08-11,68.0,36.0,27.0,31.0,2.0,5.0
2017-08-12,68.0,15.0,27.0,31.0,2.0,5.0
2017-08-13,68.0,12.0,27.0,31.0,2.0,5.0
2017-08-14,68.0,21.0,27.0,31.0,2.0,5.0
2017-08-15,68.0,14.0,27.0,31.0,2.0,5.0
2017-08-16,68.0,22.0,27.0,31.0,2.0,5.0
2017-08-17,68.0,22.0,27.0,31.0,2.0,5.0
2017-08-18,68.0,28.0,27.0,31.0,2.0,5.0
2017-08-19,68.0,21.0,27.0,31.0,2.0,5.0
2017-08-20,68.0,6.0,27.0,31.0,2.0,5.0
2017-08-21,68.0,14.0,27.0,31.0,2.0,5.0
2017-08-22,68.0,16.0,27.0,31.0,2.0,5.0
2017-08-23,68.0,19.0,27.0,31.0,2.0,5.0
2017-08-24,68.0,25.0,27.0,31.0,2.0,5.0
2017-08-25,68.0,33.0,27.0,31.0,2.0,5.0
2017-08-26,68.0,34.0,27.0,31.0,2.0,5.0
2017-08-27,68.0,24.0,27.0,31.0,2.0,5.0
2017-08-28,68.0,15.0,27.0,31.0,2.0,5.0
2017-08-29,68.0,20.0,27.0,31.0,2.0,5.0
2017-08-30,68.0,26.0,27.0,31.0,2.0,5.0
2017-08-31,68.0,33.0,27.0,31.0,2.0,5.0
2017-09-01,68.0,30.0,27.0,31.0,2.0,5.0
2017-09-02,68.0,7.0,27.0,31.0,2.0,5.0
2017-09-03,68.0,6.0,27.0,31.0,2.0,5.0
2017-09-04,68.0,14.0,27.0,31.0,2.0,5.0
2017-09-05,68.0,14.0,27.0,31.0,2.0,5.0
2017-09-10,68.0,25.0,27.0,31.0,2.0,5.0
2017-09-11,68.0,24.0,27.0,31.0,2.0,5.0
2017-09-12,68.0,9.0,27.0,31.0,2.0,5.0
2017-09-13,68.0,11.0,27.0,31.0,2.0,5.0
2017-09-14,68.0,8.0,27.0,31.0,2.0,5.0
2017-09-15,68.0,12.0,27.0,31.0,2.0,5.0
2017-09-16,68.0,19.0,27.0,31.0,2.0,5.0
2017-09-17,68.0,13.0,27.0,31.0,2.0,5.0
2017-09-18,68.0,20.0,27.0,31.0,2.0,5.0
2017-09-19,68.0,27.0,27.0,31.0,2.0,5.0
2017-09-20,68.0,8.0,27.0,31.0,2.0,5.0
2017-09-21,68.0,11.0,27.0,31.0,2.0,5.0
2017-09-22,68.0,15.0,27.0,31.0,2.0,5.0
2017-09-23,68.0,16.0,27.0,31.0,2.0,5.0
2017-09-24,68.0,13.0,27.0,31.0,2.0,5.0
2017-09-25,68.0,18.0,27.0,31.0,2.0,5.0
2017-09-26,68.0,31.0,27.0,31.0,2.0,5.0
2017-09-27,68.0,32.0,27.0,31.0,2.0,5.0
2017-09-28,68.0,30.0,27.0,31.0,2.0,5.0
2017-09-29,68.0,53.0,27.0,31.0,2.0,5.0
2017-09-30,68.0,48.0,27.0,31.0,2.0,5.0
2017-10-01,68.0,40.0,27.0,31.0,2.0,5.0
2017-10-02,68.0,47.0,27.0,31.0,2.0,5.0
2017-10-03,68.0,36.0,27.0,31.0,2.0,5.0
2017-10-04,68.0,20.0,27.0,31.0,2.0,5.0
2017-10-05,68.0,16.0,27.0,31.0,2.0,5.0
2017-10-06,68.0,11.0,27.0,31.0,2.0,5.0
2017-10-07,68.0,12.0,27.0,31.0,2.0,5.0
2017-10-09,68.0,26.0,27.0,31.0,2.0,5.0
2017-10-10,68.0,21.0,27.0,31.0,2.0,5.0
2017-10-11,68.0,13.0,27.0,31.0,2.0,5.0
2017-10-12,68.0,38.0,27.0,31.0,2.0,5.0
2017-10-13,68.0,31.0,27.0,31.0,2.0,5.0
2017-10-14,68.0,42.0,27.0,31.0,2.0,5.0
2017-10-15,68.0,30.0,27.0,31.0,2.0,5.0
2017-10-16,68.0,43.0,27.0,31.0,2.0,5.0
2017-10-17,68.0,53.0,27.0,31.0,2.0,5.0
2017-10-18,68.0,66.0,27.0,31.0,2.0,5.0
2017-10-19,68.0,63.0,27.0,31.0,2.0,5.0
2017-10-20,68.0,67.0,27.0,31.0,2.0,5.0
2017-10-21,68.0,52.0,27.0,31.0,2.0,5.0
2017-10-22,68.0,39.0,27.0,31.0,2.0,5.0
2017-10-23,68.0,22.0,27.0,31.0,2.0,5.0
2017-10-24,68.0,22.0,27.0,31.0,2.0,5.0
2017-10-25,68.0,39.0,27.0,31.0,2.0,5.0
2017-10-26,68.0,30.0,27.0,31.0,2.0,5.0
2017-10-27,68.0,20.0,27.0,31.0,2.0,5.0
2017-10-28,68.0,13.0,27.0,31.0,2.0,5.0
2017-10-29,68.0,8.0,27.0,31.0,2.0,5.0
2017-10-30,68.0,15.0,27.0,31.0,2.0,5.0
2017-10-31,68.0,30.0,27.0,31.0,2.0,5.0
2017-11-01,68.0,17.0,27.0,31.0,2.0,5.0
2017-11-02,68.0,20.0,27.0,31.0,2.0,5.0
2017-11-03,68.0,33.0,27.0,31.0,2.0,5.0
2017-11-04,68.0,51.0,27.0,31.0,2.0,5.0
2017-11-05,68.0,37.0,27.0,31.0,2.0,5.0
2017-11-06,68.0,66.0,27.0,31.0,2.0,5.0
2017-11-07,68.0,40.0,27.0,31.0,2.0,5.0
2017-11-08,68.0,37.0,27.0,31.0,2.0,5.0
2017-11-09,68.0,61.0,27.0,31.0,2.0,5.0
2017-11-10,68.0,33.0,27.0,31.0,2.0,5.0
2017-11-11,68.0,13.0,27.0,31.0,2.0,5.0
2017-11-12,68.0,16.0,27.0,31.0,2.0,5.0
2017-11-13,68.0,26.0,27.0,31.0,2.0,5.0
2017-11-14,68.0,42.0,27.0,31.0,2.0,5.0
2017-11-15,68.0,82.0,27.0,31.0,2.0,5.0
2017-11-16,68.0,73.0,27.0,31.0,2.0,5.0
2017-11-17,68.0,62.0,27.0,31.0,2.0,5.0
2017-11-18,68.0,44.0,27.0,31.0,2.0,5.0
2017-11-19,68.0,17.0,27.0,31.0,2.0,5.0
2017-11-20,68.0,18.0,27.0,31.0,2.0,5.0
2017-11-21,68.0,28.0,27.0,31.0,2.0,5.0
2017-11-22,68.0,50.0,27.0,31.0,2.0,5.0
2017-11-23,68.0,67.0,27.0,31.0,2.0,5.0
2017-11-24,68.0,77.0,27.0,31.0,2.0,5.0
2017-11-25,68.0,58.0,27.0,31.0,2.0,5.0
2017-11-26,68.0,27.0,27.0,31.0,2.0,5.0
2017-11-27,68.0,55.0,27.0,31.0,2.0,5.0
2017-11-28,68.0,65.0,27.0,31.0,2.0,5.0
2017-11-29,68.0,70.0,27.0,31.0,2.0,5.0
2017-11-30,68.0,40.0,27.0,31.0,2.0,5.0
2017-12-01,68.0,42.0,27.0,31.0,2.0,5.0
2017-12-02,68.0,75.0,27.0,31.0,2.0,5.0
2017-12-03,68.0,41.0,27.0,31.0,2.0,5.0
2017-12-04,68.0,29.0,27.0,31.0,2.0,5.0
2017-12-05,68.0,23.0,27.0,31.0,2.0,5.0
2017-12-06,68.0,22.0,27.0,31.0,2.0,5.0
2017-12-07,68.0,39.0,27.0,31.0,2.0,5.0
2017-12-08,68.0,43.0,27.0,31.0,2.0,5.0
2017-12-09,68.0,41.0,27.0,31.0,2.0,5.0
2017-12-10,68.0,15.0,27.0,31.0,2.0,5.0
2017-12-11,68.0,23.0,27.0,31.0,2.0,5.0
2017-12-12,68.0,21.0,27.0,31.0,2.0,5.0
2017-12-13,68.0,47.0,27.0,31.0,2.0,5.0
2017-12-14,68.0,41.0,27.0,31.0,2.0,5.0
2017-12-15,68.0,40.0,27.0,31.0,2.0,5.0
2017-12-16,68.0,66.0,27.0,31.0,2.0,5.0
2017-12-17,68.0,69.0,27.0,31.0,2.0,5.0
2017-12-18,68.0,56.0,27.0,31.0,2.0,5.0
2017-12-19,68.0,51.0,27.0,31.0,2.0,5.0
2017-12-20,68.0,66.0,27.0,31.0,2.0,5.0
2017-12-21,68.0,44.0,27.0,31.0,2.0,5.0
2017-12-22,68.0,26.0,27.0,31.0,2.0,5.0
2017-12-23,68.0,19.0,27.0,31.0,2.0,5.0
2017-12-24,68.0,13.0,27.0,31.0,2.0,5.0
2017-12-25,68.0,24.0,27.0,31.0,2.0,5.0
2017-12-26,68.0,71.0,27.0,31.0,2.0,5.0
2017-12-27,68.0,50.0,27.0,31.0,2.0,5.0
2017-12-28,68.0,35.0,27.0,31.0,2.0,5.0
2017-12-29,68.0,32.0,27.0,31.0,2.0,5.0
2017-12-30,68.0,43.0,27.0,31.0,2.0,5.0
2017-12-31,68.0,76.0,27.0,31.0,2.0,5.0
2018-01-01,68.0,58.0,27.0,31.0,2.0,5.0
2018-01-02,68.0,60.0,27.0,31.0,2.0,5.0
2018-01-03,68.0,23.0,27.0,31.0,2.0,5.0
2018-01-04,68.0,20.0,27.0,31.0,2.0,5.0
2018-01-05,68.0,30.0,27.0,31.0,2.0,5.0
2018-01-06,68.0,60.0,27.0,31.0,2.0,5.0
2018-01-07,68.0,37.0,27.0,31.0,2.0,5.0
2018-01-08,68.0,21.0,27.0,31.0,2.0,5.0
2018-01-09,68.0,34.0,27.0,31.0,2.0,5.0
2018-01-10,68.0,47.0,27.0,31.0,2.0,5.0
2018-01-11,68.0,46.0,27.0,31.0,2.0,5.0
2018-01-12,68.0,29.0,27.0,31.0,2.0,5.0
2018-01-13,68.0,23.0,27.0,31.0,2.0,5.0
2018-01-14,68.0,22.0,27.0,31.0,2.0,5.0
2018-01-15,68.0,58.0,27.0,31.0,2.0,5.0
2018-01-16,68.0,48.0,27.0,31.0,2.0,5.0
2018-01-17,68.0,19.0,27.0,31.0,2.0,5.0
2018-01-18,68.0,21.0,27.0,31.0,2.0,5.0
2018-01-19,68.0,25.0,27.0,31.0,2.0,5.0
2018-01-20,68.0,64.0,27.0,31.0,2.0,5.0
2018-01-21,68.0,55.0,27.0,31.0,2.0,5.0
2018-01-22,68.0,49.0,27.0,31.0,2.0,5.0
2018-01-23,68.0,60.0,27.0,31.0,2.0,5.0
2018-01-24,68.0,76.0,27.0,31.0,2.0,5.0
2018-01-25,68.0,78.0,27.0,31.0,2.0,5.0
2018-01-26,68.0,115.0,27.0,31.0,2.0,5.0
2018-01-27,68.0,105.0,27.0,31.0,2.0,5.0
2018-01-28,68.0,41.0,27.0,31.0,2.0,5.0
2018-01-29,68.0,13.0,27.0,31.0,2.0,5.0
2018-01-30,68.0,13.0,27.0,31.0,2.0,5.0
2018-01-31,68.0,49.0,27.0,31.0,2.0,5.0
2018-02-01,68.0,63.0,27.0,31.0,2.0,5.0
2018-02-02,68.0,35.0,27.0,31.0,2.0,5.0
2018-02-03,68.0,76.0,27.0,31.0,2.0,5.0
2018-02-04,68.0,56.0,27.0,31.0,2.0,5.0
2018-02-05,68.0,25.0,27.0,31.0,2.0,5.0
2018-02-06,68.0,64.0,27.0,31.0,2.0,5.0
2018-02-07,68.0,66.0,27.0,31.0,2.0,5.0
2018-02-08,68.0,63.0,27.0,31.0,2.0,5.0
2018-02-09,68.0,76.0,27.0,31.0,2.0,5.0
2018-02-10,68.0,70.0,27.0,31.0,2.0,5.0
2018-02-11,68.0,60.0,27.0,31.0,2.0,5.0
2018-02-12,68.0,75.0,27.0,31.0,2.0,5.0
2018-02-13,68.0,75.0,27.0,31.0,2.0,5.0
2018-02-14,68.0,37.0,27.0,31.0,2.0,5.0
2018-02-15,68.0,47.0,27.0,31.0,2.0,5.0
2018-02-16,68.0,65.0,27.0,31.0,2.0,5.0
2018-02-17,68.0,65.0,27.0,31.0,2.0,5.0
2018-02-18,68.0,40.0,27.0,31.0,2.0,5.0
2018-02-19,68.0,35.0,27.0,31.0,2.0,5.0
2018-02-20,68.0,54.0,27.0,31.0,2.0,5.0
2018-02-21,68.0,47.0,27.0,31.0,2.0,5.0
2018-02-22,68.0,34.0,27.0,31.0,2.0,5.0
2018-02-23,68.0,38.0,27.0,31.0,2.0,5.0
2018-02-24,68.0,39.0,27.0,31.0,2.0,5.0
2018-02-25,68.0,34.0,27.0,31.0,2.0,5.0
2018-02-26,68.0,48.0,27.0,31.0,2.0,5.0
2018-02-27,68.0,35.0,27.0,31.0,2.0,5.0
2018-02-28,68.0,39.0,27.0,31.0,2.0,5.0
2018-03-01,68.0,72.0,27.0,31.0,2.0,5.0
2018-03-02,68.0,69.0,27.0,31.0,2.0,5.0
2018-03-03,68.0,72.0,27.0,31.0,2.0,5.0
2018-03-04,68.0,103.0,27.0,31.0,2.0,5.0
2018-03-05,68.0,95.0,27.0,31.0,2.0,5.0
2018-03-06,68.0,70.0,27.0,31.0,2.0,5.0
2018-03-07,68.0,67.0,27.0,31.0,2.0,5.0
2018-03-08,68.0,55.0,27.0,31.0,2.0,5.0
2018-03-09,68.0,49.0,27.0,31.0,2.0,5.0
