Data,pm25,pm10,o3,no2,so2,co
2018-03-12,68.0,28.0,27.0,31.0,2.0,5.0
2018-03-13,68.0,29.0,27.0,31.0,2.0,5.0
2018-03-14,68.0,42.0,27.0,31.0,2.0,5.0
2018-03-15,68.0,38.0,27.0,31.0,2.0,5.0
2018-03-16,68.0,33.0,27.0,31.0,2.0,5.0
2018-03-17,68.0,18.0,27.0,31.0,2.0,5.0
2018-03-18,68.0,24.0,27.0,31.0,2.0,5.0
2018-03-19,68.0,26.0,27.0,31.0,2.0,5.0
2018-03-20,68.0,41.0,27.0,31.0,2.0,5.0
2018-03-21,68.0,44.0,27.0,31.0,2.0,5.0
2018-03-22,68.0,59.0,27.0,31.0,2.0,5.0
2018-03-23,68.0,81.0,27.0,31.0,2.0,5.0
2018-03-24,68.0,66.0,27.0,31.0,2.0,5.0
2018-03-25,68.0,58.0,27.0,31.0,2.0,5.0
2018-03-26,68.0,64.0,27.0,31.0,2.0,5.0
2018-03-27,68.0,50.0,27.0,31.0,2.0,5.0
2018-03-28,68.0,44.0,27.0,31.0,2.0,5.0
2018-03-29,68.0,47.0,27.0,31.0,2.0,5.0
2018-03-30,68.0,41.0,27.0,31.0,2.0,5.0
2018-03-31,68.0,27.0,27.0,31.0,2.0,5.0
2018-04-01,68.0,25.0,27.0,31.0,2.0,5.0
2018-04-02,68.0,26.0,27.0,31.0,2.0,5.0
2018-04-03,68.0,41.0,27.0,31.0,2.0,5.0
2018-04-04,68.0,52.0,27.0,31.0,2.0,5.0
2018-04-05,68.0,38.0,27.0,31.0,2.0,5.0
2018-04-06,68.0,30.0,27.0,31.0,2.0,5.0
2018-04-07,68.0,42.0,27.0,31.0,2.0,5.0
2018-04-08,68.0,36.0,27.0,31.0,2.0,5.0
2018-04-09,68.0,41.0,27.0,31.0,2.0,5.0
2018-04-10,68.0,50.0,27.0,31.0,2.0,5.0
2018-04-11,68.0,48.0,27.0,31.0,2.0,5.0
2018-04-12,68.0,61.0,27.0,31.0,2.0,5.0
2018-04-13,68.0,54.0,27.0,31.0,2.0,5.0
2018-04-14,68.0,31.0,27.0,31.0,2.0,5.0
2018-04-15,68.0,33.0,27.0,31.0,2.0,5.0
2018-04-16,68.0,51.0,27.0,31.0,2.0,5.0
2018-04-17,68.0,32.0,27.0,31.0,2.0,5.0
2018-04-18,68.0,37.0,27.0,31.0,2.0,5.0
2018-04-19,68.0,39.0,27.0,31.0,2.0,5.0
2018-04-21,68.0,26.0,27.0,31.0,2.0,5.0
2018-04-22,68.0,21.0,27.0,31.0,2.0,5.0
2018-04-23,68.0,36.0,27.0,31.0,2.0,5.0
2018-04-24,68.0,38.0,27.0,31.0,2.0,5.0
2018-04-25,68.0,38.0,27.0,31.0,2.0,5.0
2018-04-26,68.0,25.0,27.0,31.0,2.0,5.0
2018-04-27,68.0,26.0,27.0,31.0,2.0,5.0
2018-04-28,68.0,31.0,27.0,31.0,2.0,5.0
2018-04-29,68.0,32.0,27.0,31.0,2.0,5.0
2018-04-30,68.0,37.0,27.0,31.0,2.0,5.0
2018-05-01,68.0,24.0,27.0,31.0,2.0,5.0
2018-05-02,68.0,37.0,27.0,31.0,2.0,5.0
2018-05-03,68.0,34.0,27.0,31.0,2.0,5.0
2018-05-04,68.0,27.0,27.0,31.0,2.0,5.0
2018-05-05,68.0,20.0,27.0,31.0,2.0,5.0
2018-05-06,68.0,18.0,27.0,31.0,2.0,5.0
2018-05-07,68.0,28.0,27.0,31.0,2.0,5.0
2018-05-08,68.0,27.0,27.0,31.0,2.0,5.0
2018-05-09,68.0,30.0,27.0,31.0,2.0,5.0
2018-05-10,68.0,36.0,27.0,31.0,2.0,5.0
2018-05-11,68.0,32.0,27.0,31.0,2.0,5.0
2018-05-12,68.0,28.0,27.0,31.0,2.0,5.0
2018-05-13,68.0,22.0,27.0,31.0,2.0,5.0
2018-05-14,68.0,26.0,27.0,31.0,2.0,5.0
2018-05-15,68.0,23.0,11.0,25.0,2.0,5.0
2018-05-16,70.0,21.0,19.0,23.0,1.67,4.0
2018-05-17,51.0,11.0,25.0,22.0,1.33,4.0
2018-05-18,85.0,32.0,35.0,24.0,1.0,4.0
2018-05-19,60.0,24.0,42.0,25.0,1.0,4.0
2018-05-20,42.0,18.0,40.0,29.0,1.0,4.0
2018-05-21,46.0,28.0,43.0,34.0,1.0,5.0
2018-05-22,63.0,24.0,47.0,34.0,1.0,5.0
2018-05-23,68.0,27.0,53.0,32.0,1.0,4.0
2018-05-24,54.0,17.0,49.0,35.0,1.0,4.0
2018-05-25,63.0,23.0,52.0,29.0,3.0,4.0
2018-05-26,58.33,22.0,50.0,26.0,1.0,4.0
2018-05-27,53.67,23.0,53.0,28.0,1.0,4.0
2018-05-28,49.0,36.0,43.0,35.0,1.0,5.0
2018-05-29,62.0,32.0,50.0,39.0,2.0,6.0
2018-05-30,71.0,33.0,59.0,27.0,1.0,4.0
2018-05-31,83.0,29.0,53.0,32.0,1.0,4.0
2018-06-01,74.0,29.0,45.0,22.0,1.0,4.0
2018-06-02,89.0,23.0,47.0,21.0,1.0,4.0
2018-06-03,82.0,23.0,61.0,32.0,1.0,5.0
2018-06-04,97.0,33.0,46.0,34.0,1.0,5.0
2018-06-05,100.0,37.0,41.0,23.0,1.0,2.0
2018-06-06,44.0,20.0,51.0,32.0,1.0,4.0
2018-06-07,50.0,26.0,57.0,37.0,1.0,5.0
2018-06-08,65.0,30.0,57.0,27.0,1.0,4.0
2018-06-09,76.0,26.0,59.0,26.0,1.0,4.0
2018-06-10,76.0,25.0,56.0,28.0,1.0,4.0
2018-06-11,83.0,27.0,34.0,30.0,1.0,6.0
2018-06-12,100.0,24.0,31.0,28.0,1.0,6.0
2018-06-13,83.0,21.0,30.0,31.0,1.0,6.0
2018-06-14,75.0,21.0,39.0,34.0,1.0,5.0
2018-06-15,57.0,17.0,46.0,33.0,1.0,5.0
2018-06-16,60.0,22.0,45.0,26.0,1.0,5.0
2018-06-17,59.0,17.0,34.0,33.0,1.0,6.0
2018-06-18,73.0,24.0,37.0,36.0,1.0,3.0
2018-06-19,79.0,28.0,36.0,38.0,1.0,3.0
2018-06-20,72.0,29.0,30.0,32.0,1.0,3.0
2018-06-21,70.0,26.0,27.0,24.0,1.0,4.0
2018-06-22,39.0,18.0,22.0,19.0,1.0,4.0
2018-06-23,51.0,13.0,25.0,15.0,1.0,4.0
2018-06-24,43.0,8.0,30.0,26.0,1.0,5.0
2018-06-25,53.0,15.0,28.0,25.0,1.0,5.0
2018-06-26,48.0,14.0,30.0,28.0,1.0,6.0
2018-06-27,60.0,14.0,27.0,31.0,1.0,7.0
2018-06-28,80.0,16.0,40.0,41.0,1.0,7.0
2018-06-29,76.0,26.0,31.0,22.0,1.0,4.0
2018-06-30,28.0,16.0,24.0,19.0,1.0,4.0
2018-07-01,24.0,12.0,31.0,26.0,1.0,4.0
2018-07-02,37.0,23.0,43.0,33.0,1.0,5.0
2018-07-03,49.0,27.0,62.0,42.0,1.0,6.0
2018-07-04,51.0,33.0,72.0,50.0,1.0,6.0
2018-07-05,58.0,34.0,53.0,39.0,1.0,6.0
2018-07-06,87.0,24.0,42.0,25.0,1.0,4.0
2018-07-07,62.0,22.0,41.0,25.0,1.0,4.0
2018-07-08,53.0,29.0,42.0,36.0,1.0,6.0
2018-07-09,71.0,28.0,50.0,33.0,1.0,5.0
2018-07-10,72.0,28.0,28.0,28.0,1.0,6.0
2018-07-11,107.0,19.0,38.0,26.0,1.0,4.0
2018-07-12,71.0,13.0,42.0,25.0,1.0,4.0
2018-07-13,57.0,18.0,35.0,19.0,1.0,3.0
2018-07-14,64.0,16.0,34.0,19.0,1.0,3.0
2018-07-15,62.0,22.0,28.0,28.0,1.0,6.0
2018-07-16,78.0,13.0,22.0,22.0,1.09,5.0
2018-07-17,80.0,9.0,19.0,20.0,1.18,5.0
2018-07-18,54.0,16.0,15.0,18.0,1.27,4.0
2018-07-19,85.0,28.0,28.0,25.0,1.36,6.0
2018-07-20,99.0,35.0,58.0,33.0,1.45,5.0
2018-07-21,92.0,31.0,64.0,30.0,1.54,5.0
2018-07-22,99.0,38.0,43.0,34.0,1.64,5.0
2018-07-23,75.0,43.0,54.0,37.0,1.73,4.0
2018-07-24,69.0,35.0,40.0,32.0,1.82,5.0
2018-07-25,73.0,25.0,31.0,30.0,1.91,6.0
2018-07-26,62.0,31.0,39.0,32.0,2.0,6.0
2018-07-27,64.0,30.0,48.0,30.0,1.93,6.0
2018-07-28,162.0,23.0,44.0,23.0,1.87,5.0
2018-07-29,297.0,23.0,30.0,29.0,1.8,7.0
2018-07-30,58.0,31.0,38.0,29.0,1.74,7.0
2018-07-31,71.0,29.0,44.0,27.0,1.67,5.0
2018-08-01,74.0,27.0,45.0,31.0,1.6,6.0
2018-08-02,75.0,29.0,55.0,36.0,1.53,6.0
2018-08-03,73.0,28.0,54.0,33.0,1.46,5.0
2018-08-04,74.0,23.0,49.0,25.0,1.4,5.0
2018-08-05,74.0,18.0,40.0,30.0,1.35,5.0
2018-08-06,51.0,23.0,45.0,30.0,1.26,5.0
2018-08-07,49.0,30.0,48.0,38.0,1.2,7.0
2018-08-08,69.0,32.0,57.0,37.0,1.13,7.0
2018-08-09,69.0,31.0,46.0,35.0,1.07,7.0
2018-08-10,71.0,12.0,21.0,23.0,1.0,5.0
2018-08-11,60.0,16.0,46.0,23.0,1.0,5.0
2018-08-12,57.0,21.0,39.0,34.0,1.0,7.0
2018-08-13,58.0,31.0,38.0,32.0,1.0,7.0
2018-08-14,77.0,12.0,32.0,18.0,1.0,4.0
2018-08-15,49.0,20.0,39.0,31.0,1.0,5.0
2018-08-16,62.0,28.0,46.0,32.0,1.0,6.0
2018-08-17,83.0,32.0,50.0,31.0,1.0,6.0
2018-08-18,91.0,27.0,51.0,29.0,1.0,6.0
2018-08-19,87.0,30.0,48.0,40.0,1.0,7.0
2018-08-20,73.0,23.0,28.0,30.0,1.0,6.0
2018-08-21,59.0,28.0,45.0,29.0,1.0,5.0
2018-08-22,55.0,33.0,50.0,37.0,1.0,7.0
2018-08-23,73.0,31.0,40.0,36.0,1.0,8.0
2018-08-24,91.0,21.0,13.0,24.0,1.0,6.0
2018-08-25,88.0,11.0,21.0,23.0,1.0,5.0
2018-08-26,50.0,17.0,28.0,26.0,1.0,6.0
2018-08-27,67.0,26.0,24.0,28.0,1.0,6.0
2018-08-28,73.0,30.0,41.0,28.0,1.0,5.0
2018-08-29,79.0,29.0,38.0,35.0,1.0,6.0
2018-08-30,80.0,25.0,29.0,29.0,1.0,6.0
2018-08-31,88.0,29.0,45.0,26.0,1.0,6.0
2018-09-01,94.0,32.0,42.0,27.0,1.0,6.0
2018-09-02,97.0,32.0,44.0,32.0,1.0,6.0
2018-09-03,85.0,20.0,25.0,30.0,1.0,6.0
2018-09-04,81.0,30.0,31.0,17.0,1.0,6.0
2018-09-05,85.0,31.0,24.0,35.0,2.0,7.0
2018-09-06,90.0,40.0,47.0,33.0,2.0,7.0
2018-09-07,83.0,29.0,45.0,21.0,2.0,6.0
2018-09-08,104.0,20.0,43.0,22.0,2.0,5.0
2018-09-09,73.0,33.0,41.0,33.0,2.0,6.0
2018-09-10,79.0,34.0,31.0,33.0,1.0,7.0
2018-09-11,84.0,37.0,43.0,40.0,1.0,7.0
2018-09-12,69.0,46.0,63.0,43.0,1.0,8.0
2018-09-13,88.0,38.0,8.0,27.0,1.0,7.0
2018-09-14,115.0,13.0,20.0,20.0,1.0,5.0
2018-09-15,61.0,22.0,34.0,20.0,1.0,5.0
2018-09-16,78.0,28.0,33.0,30.0,1.0,7.0
2018-09-17,77.0,35.0,43.0,32.0,1.0,7.0
2018-09-18,85.0,42.0,40.0,32.0,1.0,7.0
2018-09-19,89.0,49.0,49.0,40.0,1.0,15.0
2018-09-20,110.0,48.0,42.0,41.0,1.0,20.0
2018-09-21,110.0,16.0,21.0,21.0,1.0,5.0
2018-09-22,60.0,12.0,29.0,18.0,1.0,4.0
2018-09-23,41.0,10.0,25.0,15.0,1.0,3.0
2018-09-24,25.0,16.0,21.0,20.0,1.0,4.0
2018-09-25,51.0,25.0,25.0,25.0,1.0,5.0
2018-09-26,82.0,24.0,20.0,25.0,1.0,6.0
2018-09-27,66.0,27.0,26.0,26.0,1.0,13.0
2018-09-28,88.0,18.0,25.0,22.0,1.66,5.0
2018-09-29,60.0,29.0,20.5,21.0,2.33,7.0
2018-09-30,103.0,38.0,16.0,26.0,3.0,8.0
2018-10-01,124.0,22.0,17.0,22.0,2.0,5.0
2018-10-02,85.0,18.0,28.0,16.0,1.0,4.0
2018-10-03,44.0,29.0,21.0,23.0,1.0,5.0
2018-10-04,70.0,43.0,29.0,28.0,1.0,10.0
2018-10-05,121.0,38.0,30.0,32.0,2.0,11.0
2018-10-06,112.0,36.0,19.0,28.0,2.0,10.0
2018-10-07,113.0,21.0,22.0,22.0,2.0,6.0
2018-10-08,75.0,44.0,17.0,28.0,2.0,8.0
2018-10-09,120.0,41.0,26.0,33.0,2.0,11.0
2018-10-10,142.0,50.0,15.0,29.0,2.0,11.0
2018-10-11,157.0,55.0,28.0,37.0,3.0,12.0
2018-10-12,136.0,56.0,27.0,33.0,2.0,12.0
2018-10-13,153.0,46.0,26.0,26.0,3.0,11.0
2018-10-14,141.0,50.0,24.0,32.0,2.0,11.0
2018-10-15,133.0,59.0,28.0,36.0,2.0,13.0
2018-10-16,139.0,68.0,25.0,41.0,3.0,14.0
2018-10-17,152.0,74.0,2.0,35.0,3.0,13.0
2018-10-18,175.0,78.0,11.0,25.0,12.0,11.0
2018-10-19,181.0,49.0,18.0,20.0,16.0,7.0
2018-10-20,141.0,28.0,19.0,19.0,15.0,6.0
2018-10-21,101.0,51.0,6.0,23.0,15.0,10.0
2018-10-22,158.0,19.0,21.0,17.0,16.0,5.0
2018-10-23,68.0,13.0,29.0,13.0,15.0,3.0
2018-10-24,26.0,12.0,24.0,18.0,15.0,4.0
2018-10-25,57.0,30.0,21.0,30.0,16.0,8.0
2018-10-26,85.0,42.0,13.0,21.0,16.0,10.0
2018-10-27,137.0,13.0,22.0,16.0,15.0,5.0
2018-10-28,77.0,33.0,18.0,21.0,5.0,8.0
2018-10-29,106.0,37.0,27.0,29.0,3.5,7.0
2018-10-30,69.0,36.0,19.0,40.0,2.0,12.0
2018-10-31,77.0,43.0,24.0,26.0,1.0,10.0
2018-11-01,117.0,58.0,27.0,32.0,1.0,10.0
2018-11-02,108.0,41.0,10.0,18.0,1.75,8.0
2018-11-03,137.0,26.0,10.0,13.0,2.5,6.0
2018-11-04,95.0,49.0,7.0,20.0,3.25,8.0
2018-11-05,141.0,49.0,8.0,31.0,4.0,13.0
2018-11-06,136.0,57.0,4.0,29.0,1.0,15.0
2018-11-07,164.0,71.0,6.0,31.0,3.0,16.0
2018-11-08,170.0,77.0,3.0,28.0,2.33,17.0
2018-11-09,181.0,76.0,5.0,25.0,1.67,19.0
2018-11-10,183.0,69.0,6.0,24.0,1.0,19.0
2018-11-11,175.0,68.0,7.0,24.0,1.5,17.0
2018-11-12,175.0,66.0,10.0,27.0,2.0,16.0
2018-11-13,165.0,46.0,14.0,23.0,1.0,6.0
2018-11-14,93.0,30.0,17.0,26.0,1.0,8.0
2018-11-15,108.0,20.0,15.0,15.0,1.5,6.0
2018-11-16,84.0,34.0,16.0,20.0,2.0,7.0
2018-11-17,120.0,47.0,13.0,22.0,5.0,8.0
2018-11-18,151.0,33.0,18.0,22.0,1.0,7.0
2018-11-19,127.0,39.0,14.0,19.0,2.0,6.0
2018-11-20,142.0,31.0,16.0,20.0,2.0,6.0
2018-11-21,121.0,48.0,12.0,21.0,2.0,7.0
2018-11-22,141.0,65.0,6.0,21.0,1.0,9.0
2018-11-23,162.0,50.0,1.0,20.0,2.0,13.0
2018-11-24,159.0,44.0,2.0,17.0,4.0,13.0
2018-11-25,160.0,26.0,12.0,14.0,2.0,7.0
2018-11-26,99.0,26.0,16.0,22.0,1.0,6.0
2018-11-27,99.0,40.0,17.0,27.0,2.0,8.0
2018-11-28,133.0,44.0,17.0,24.0,2.0,7.0
2018-11-29,128.0,48.0,12.0,30.0,2.0,9.0
2018-11-30,127.0,58.0,8.0,26.0,3.0,11.0
2018-12-01,170.0,60.0,9.0,28.0,4.0,15.0
2018-12-02,172.0,36.0,8.0,31.0,3.0,15.0
2018-12-03,134.0,32.0,11.0,23.0,2.0,11.0
2018-12-04,115.0,42.0,14.0,28.0,4.0,8.0
2018-12-05,115.0,70.0,4.0,34.0,4.0,13.0
2018-12-06,162.0,48.0,5.0,32.0,4.0,14.0
2018-12-07,146.0,30.0,16.0,28.0,3.0,11.0
2018-12-08,97.0,8.0,22.0,22.0,2.0,8.0
2018-12-09,43.0,17.0,19.0,21.0,2.0,6.0
2018-12-10,60.0,22.0,17.0,28.0,4.0,9.0
2018-12-11,102.0,34.0,9.0,24.0,2.0,9.0
2018-12-12,123.0,58.0,13.0,23.0,5.0,10.0
2018-12-13,152.0,30.0,10.0,21.0,3.0,8.0
2018-12-14,113.0,19.0,13.0,16.0,3.0,7.0
2018-12-15,93.0,37.0,13.0,23.0,4.0,10.0
2018-12-16,130.0,86.0,2.0,30.0,7.0,19.0
2018-12-17,203.0,79.0,2.0,29.0,10.0,16.0
2018-12-18,185.0,59.0,13.0,23.0,4.0,11.0
2018-12-19,159.0,67.0,4.0,37.0,7.0,15.0
2018-12-20,176.0,52.0,11.0,38.0,5.0,17.0
2018-12-21,147.0,10.0,17.0,18.0,3.0,7.0
2018-12-22,54.0,19.0,13.0,18.0,3.0,7.0
2018-12-23,97.0,11.0,17.0,12.0,2.0,5.0
2018-12-24,61.0,18.0,20.0,10.0,2.0,5.0
2018-12-25,92.0,20.0,16.0,10.0,3.0,5.0
2018-12-26,97.0,18.0,12.0,16.0,3.0,7.0
2018-12-27,90.0,23.0,11.0,18.0,4.0,7.0
2018-12-28,99.0,17.0,13.0,19.0,3.0,7.0
2018-12-29,90.0,15.0,13.0,15.0,4.0,7.0
2018-12-30,87.0,19.0,16.5,15.0,3.0,6.5
2018-12-31,85.5,23.0,20.0,15.0,2.0,6.0
2019-01-01,84.0,10.0,24.0,15.0,2.0,5.0
2019-01-02,44.0,11.0,23.0,20.0,2.0,5.0
2019-01-03,52.0,25.0,23.0,25.0,2.0,7.0
2019-01-04,107.0,15.0,17.0,20.0,3.0,7.0
2019-01-05,77.0,10.0,22.0,16.0,1.0,5.0
2019-01-06,59.0,38.0,18.0,27.0,8.0,10.0
2019-01-07,132.0,42.0,12.0,30.0,4.0,13.0
2019-01-08,131.0,33.0,10.0,31.0,4.0,11.0
2019-01-09,124.0,59.0,10.0,26.0,5.0,11.0
2019-01-10,169.0,53.0,11.0,26.0,9.0,10.0
2019-01-11,163.0,24.0,15.0,22.0,5.0,8.0
2019-01-12,118.0,7.0,15.0,18.0,3.0,7.0
2019-01-13,58.0,10.0,21.0,14.0,3.0,5.0
2019-01-14,40.0,13.0,21.0,17.0,4.0,6.0
2019-01-15,69.0,18.0,15.0,20.0,3.0,7.0
2019-01-16,89.0,27.0,19.0,33.0,3.0,13.0
2019-01-17,107.0,12.0,19.0,20.0,3.0,6.0
2019-01-18,56.0,41.0,17.0,29.0,4.0,10.0
2019-01-19,113.0,73.0,9.0,27.0,5.0,14.0
2019-01-20,178.0,87.0,2.0,29.0,11.0,15.0
2019-01-21,186.0,91.0,12.0,30.0,6.0,14.0
2019-01-22,176.0,35.0,18.0,21.0,4.0,8.0
2019-01-23,122.0,27.0,19.0,21.0,4.0,8.0
2019-01-24,95.0,42.0,17.0,24.0,7.0,9.0
2019-01-25,128.0,48.0,11.0,25.0,6.0,9.0
2019-01-26,146.0,42.0,16.0,28.0,5.0,12.0
2019-01-27,134.0,60.0,5.0,35.0,5.0,17.0
2019-01-28,160.0,31.0,7.0,28.0,4.0,10.0
2019-01-29,92.0,42.0,11.0,28.0,6.0,11.0
2019-01-30,126.0,74.0,9.0,32.0,12.0,15.0
2019-01-31,168.0,59.0,19.0,32.0,5.0,13.0
2019-02-01,142.0,24.0,19.0,30.0,5.0,10.0
2019-02-02,79.0,47.0,8.0,20.0,6.0,12.0
2019-02-03,143.0,25.0,8.0,21.0,5.0,9.0
2019-02-04,91.0,43.0,13.0,27.0,6.0,9.0
2019-02-05,125.0,55.0,15.0,33.0,6.0,9.0
2019-02-06,135.0,76.0,7.0,38.0,5.0,9.0
2019-02-07,168.0,65.0,8.0,38.0,7.0,9.0
2019-02-08,161.0,60.0,16.0,33.0,4.0,9.0
2019-02-09,150.0,36.0,25.0,35.0,3.0,9.0
2019-02-10,115.0,14.0,17.0,23.0,3.0,9.0
2019-02-11,56.0,16.0,18.0,16.0,3.0,9.0
2019-02-12,52.0,26.0,15.0,21.0,4.0,9.0
2019-02-13,86.0,35.0,12.0,21.0,5.0,9.0
2019-02-14,105.0,44.0,13.0,31.0,5.0,9.0
2019-02-15,127.0,59.0,17.0,32.0,6.0,9.0
2019-02-16,144.0,65.0,19.0,31.0,8.0,9.0
2019-02-17,151.0,94.0,12.0,42.0,6.0,9.0
2019-02-18,166.0,82.0,19.0,33.0,6.0,9.0
2019-02-19,168.0,37.0,14.0,22.0,4.0,9.0
2019-02-20,104.0,37.0,17.0,22.0,5.0,9.0
2019-02-21,97.0,14.0,23.0,20.0,1.0,9.0
2019-02-22,55.0,20.0,21.0,24.0,3.0,9.0
2019-02-23,74.0,56.0,16.0,26.0,8.0,9.0
2019-02-24,149.0,56.0,14.0,27.0,8.0,9.0
2019-02-25,132.0,40.0,18.0,23.0,4.0,9.0
2019-02-26,103.0,50.0,15.0,28.0,6.0,9.0
2019-02-27,131.0,45.0,20.0,24.0,6.0,9.0
2019-02-28,112.0,54.0,13.0,23.0,4.0,9.0
2019-03-01,134.0,34.0,19.0,27.0,5.0,9.0
2019-03-02,99.0,41.0,16.0,22.0,4.0,9.0
2019-03-03,107.0,25.0,21.0,29.0,3.0,9.0
2019-03-04,53.0,15.0,22.0,19.0,3.0,9.0
2019-03-05,43.0,26.0,20.0,28.0,3.0,9.0
2019-03-06,80.0,30.0,21.0,35.0,3.0,9.0
2019-03-07,82.0,16.0,22.0,25.0,3.0,9.0
2019-03-08,40.0,13.0,22.0,21.0,3.0,9.0
2019-03-09,48.0,8.0,25.0,15.0,2.0,9.0
2019-03-10,29.0,14.0,23.0,22.0,2.0,9.0
2019-03-11,50.0,24.0,19.0,26.0,3.0,9.0
2019-03-12,80.0,30.0,18.0,33.0,3.0,9.0
2019-03-13,70.0,14.0,18.0,31.0,3.0,9.0
2019-03-14,61.0,11.0,20.0,23.0,3.0,9.0
2019-03-15,43.0,13.0,24.0,14.0,3.0,9.0
2019-03-16,39.0,20.0,28.0,33.0,3.0,9.0
2019-03-17,62.0,20.0,21.0,29.0,3.0,9.0
2019-03-18,63.0,39.0,18.0,30.0,4.0,9.0
2019-03-19,90.0,69.0,20.0,33.0,5.0,9.0
2019-03-20,138.0,64.0,16.0,34.0,6.0,9.0
2019-03-21,144.0,58.0,12.0,30.0,8.0,9.0
2019-03-22,138.0,46.0,18.0,26.0,2.0,9.0
2019-03-23,125.0,40.0,22.0,22.0,4.0,6.0
2019-03-24,113.0,25.0,19.0,24.0,3.0,5.0
2019-03-25,79.0,21.0,22.0,18.0,3.0,4.0
2019-03-26,69.0,27.0,23.0,28.0,4.0,5.0
2019-03-27,76.0,48.0,9.0,29.0,4.0,8.0
2019-03-28,122.0,56.0,24.0,31.0,3.0,9.0
2019-03-29,144.0,61.0,29.0,34.0,5.0,10.0
2019-03-30,145.0,45.0,42.0,26.0,4.0,7.0
2019-03-31,118.0,18.0,37.0,23.0,3.0,4.0
2019-04-01,53.0,32.0,40.0,25.0,3.0,4.0
2019-04-02,73.0,43.0,42.0,35.0,3.0,6.0
2019-04-03,106.0,50.0,44.0,42.0,4.0,7.0
2019-04-04,122.0,44.0,41.0,40.0,4.0,8.0
2019-04-05,107.0,42.0,26.0,27.0,3.0,7.0
