Data,pm25,pm10,o3,no2,so2,co
2019-04-06,116.0,30.0,39.0,28.0,3.0,7.0
2019-04-07,92.0,39.0,42.0,35.0,4.0,8.0
2019-04-08,124.0,42.0,46.0,34.0,4.0,6.0
2019-04-09,120.0,30.0,31.0,26.0,3.0,5.0
2019-04-10,85.0,31.0,30.0,29.0,3.0,6.0
2019-04-11,93.0,21.0,25.0,30.0,2.0,6.0
2019-04-12,84.0,34.0,25.0,27.0,2.0,6.0
2019-04-13,110.0,28.0,40.0,30.0,3.0,6.0
2019-04-14,89.0,28.0,41.0,37.0,4.0,6.0
2019-04-15,79.0,29.0,42.0,36.0,2.0,6.0
2019-04-16,92.0,33.0,31.0,36.0,2.0,7.0
2019-04-17,93.0,38.0,45.0,38.0,2.0,8.0
2019-04-18,106.0,43.0,49.0,37.0,2.0,7.0
2019-04-19,100.0,32.0,48.0,25.0,2.0,7.0
2019-04-20,85.0,20.0,43.0,21.0,2.0,6.73
2019-04-21,68.0,21.0,40.0,17.0,2.0,6.45
2019-04-22,68.0,24.0,41.0,19.0,1.0,6.18
2019-04-23,64.0,27.0,38.0,27.0,1.0,5.91
2019-04-24,69.0,35.0,35.0,39.0,1.0,5.64
2019-04-25,74.0,48.0,32.0,41.0,1.0,5.36
2019-04-26,80.0,27.0,19.0,22.0,2.0,5.09
2019-04-27,74.0,19.0,19.0,16.0,1.0,4.82
2019-04-28,78.0,12.0,21.0,22.0,2.0,4.54
2019-04-29,62.0,14.0,13.0,24.0,2.0,4.27
2019-04-30,67.0,23.0,43.0,17.0,2.0,4.0
2019-05-01,72.0,27.0,45.0,23.0,2.0,4.0
2019-05-02,73.0,28.0,28.0,19.0,3.0,5.0
2019-05-03,84.0,20.0,38.0,21.0,2.0,4.0
2019-05-04,65.0,12.0,27.0,20.0,1.0,4.0
2019-05-05,50.0,15.0,28.0,28.0,2.0,5.0
2019-05-06,46.0,22.0,31.0,24.0,2.0,4.0
2019-05-07,60.0,31.0,39.0,29.0,2.0,6.0
2019-05-08,88.0,24.0,31.0,35.0,2.0,7.0
2019-05-09,83.0,19.0,27.0,25.0,2.0,6.0
2019-05-10,64.0,18.0,43.0,26.0,2.0,6.0
2019-05-11,56.0,20.0,28.0,16.0,2.0,5.0
2019-05-12,75.0,13.0,27.0,24.0,1.0,4.0
2019-05-13,38.0,7.0,24.0,25.0,1.0,5.0
2019-05-14,43.0,7.0,11.0,19.0,1.0,6.0
2019-05-15,45.0,17.0,26.0,23.0,2.0,6.0
2019-05-16,66.0,26.0,31.0,27.0,3.0,6.0
2019-05-17,81.0,19.0,40.0,22.0,2.0,6.0
2019-05-18,59.0,16.0,32.0,25.0,2.0,7.0
2019-05-19,62.0,18.0,36.0,30.0,2.0,5.0
2019-05-20,51.0,18.0,25.0,24.0,2.0,5.0
2019-05-21,56.0,10.0,27.0,21.0,2.0,5.0
2019-05-22,45.0,8.0,14.0,20.0,2.0,6.0
2019-05-23,42.0,29.0,12.0,22.0,2.0,7.0
2019-05-24,100.0,26.0,48.0,24.0,3.0,7.0
2019-05-25,76.0,28.0,47.0,26.0,2.0,6.0
2019-05-26,86.0,24.0,37.0,33.0,2.0,6.0
2019-05-27,67.0,19.0,25.0,25.0,2.0,6.0
2019-05-28,59.0,14.0,17.0,20.0,2.0,5.0
2019-05-29,53.0,17.0,20.0,24.0,1.0,5.0
2019-05-30,46.0,34.0,40.0,30.0,3.0,6.0
2019-05-31,63.0,25.0,33.0,27.0,2.0,7.0
2019-06-01,64.0,17.0,41.0,22.0,2.0,5.0
2019-06-02,54.0,21.0,38.0,28.0,2.0,5.0
2019-06-03,46.0,36.5,44.0,31.0,2.0,6.0
2019-06-04,55.0,52.0,40.0,24.0,3.0,5.0
2019-06-05,58.0,20.0,40.0,28.0,2.0,5.0
2019-06-06,48.0,23.0,44.0,30.0,2.0,6.0
2019-06-07,56.0,26.0,46.0,22.0,2.0,5.0
2019-06-08,52.0,16.0,45.0,21.0,2.0,4.0
2019-06-09,36.0,38.0,42.0,27.0,2.0,5.0
2019-06-10,55.0,38.0,45.0,31.0,2.0,6.0
2019-06-11,52.0,31.0,45.0,33.0,2.0,6.0
2019-06-12,46.0,37.0,47.0,32.0,2.0,6.0
2019-06-13,51.0,40.0,49.0,33.0,2.0,7.0
2019-06-14,58.0,41.0,48.0,32.0,2.0,6.0
2019-06-15,54.0,25.0,49.0,22.0,2.0,5.0
2019-06-16,47.0,21.0,37.0,28.0,2.0,5.0
2019-06-17,32.0,31.0,44.0,27.0,2.0,5.0
2019-06-18,51.0,29.0,43.0,33.0,2.0,6.0
2019-06-19,54.0,15.0,37.0,19.0,2.0,5.0
2019-06-20,46.0,23.0,47.0,23.0,3.0,5.0
2019-06-21,54.0,18.0,38.0,21.0,2.0,5.0
2019-06-22,55.0,13.0,41.0,18.0,3.0,4.0
2019-06-23,26.0,16.0,40.0,25.0,2.0,5.0
2019-06-24,38.0,28.0,45.0,28.0,2.0,6.0
2019-06-25,61.0,29.0,47.0,30.0,2.0,6.0
2019-06-26,61.0,32.0,48.0,29.0,2.0,5.0
2019-06-27,45.0,21.0,36.0,24.0,2.0,4.0
2019-06-28,45.0,17.0,48.0,26.0,2.0,4.0
2019-06-29,34.0,18.0,44.0,25.0,3.0,5.0
2019-06-30,40.0,25.0,67.0,25.0,3.0,4.0
2019-07-01,44.0,23.0,47.0,24.0,3.0,3.0
2019-07-02,46.0,24.0,38.0,22.0,3.0,3.0
2019-07-03,33.0,22.0,42.0,28.0,3.0,3.0
2019-07-04,38.0,27.0,39.0,26.0,3.0,3.0
2019-07-05,41.0,23.0,50.0,26.0,3.0,3.0
2019-07-06,39.0,18.0,40.0,17.0,3.0,3.0
2019-07-07,50.0,19.0,33.0,17.0,3.0,2.0
2019-07-08,23.0,20.0,32.0,21.0,3.0,2.0
2019-07-09,31.0,21.0,28.0,19.0,3.0,2.0
2019-07-10,29.0,15.0,25.0,23.0,3.0,3.0
2019-07-11,47.0,17.0,37.0,26.0,3.0,3.0
2019-07-12,45.0,17.0,31.0,24.0,3.0,4.0
2019-07-13,66.0,18.0,23.0,18.0,2.0,3.0
2019-07-14,54.0,17.0,36.0,26.0,2.0,4.0
2019-07-15,40.0,23.0,32.0,20.0,3.0,3.0
2019-07-16,59.0,18.0,27.0,21.0,3.0,3.0
2019-07-17,41.0,22.0,40.0,30.0,3.0,4.0
2019-07-18,43.0,22.0,44.0,30.0,3.0,4.0
2019-07-19,50.0,18.0,48.0,28.0,2.0,4.0
2019-07-20,51.0,18.0,44.0,20.0,2.0,4.0
2019-07-21,51.0,23.0,38.0,26.0,3.0,4.0
2019-07-22,52.0,17.0,16.0,22.0,2.0,4.0
2019-07-23,58.0,21.0,19.0,21.0,3.0,5.0
2019-07-24,57.0,19.0,35.0,26.0,3.0,4.0
2019-07-25,39.0,27.0,42.0,33.0,3.0,5.0
2019-07-26,51.0,21.0,40.0,24.0,3.0,5.0
2019-07-27,57.0,17.0,46.0,25.0,3.0,4.0
2019-07-28,50.0,21.0,54.0,28.0,3.0,4.0
2019-07-29,48.0,23.0,40.0,22.0,3.0,5.0
2019-07-30,58.0,28.0,29.0,22.0,3.0,5.0
2019-07-31,60.0,25.0,40.0,25.0,3.0,4.0
2019-08-01,55.0,21.0,42.0,31.0,4.0,5.0
2019-08-02,43.0,14.0,29.0,24.0,3.0,4.0
2019-08-03,41.0,17.0,33.0,19.0,3.0,3.0
2019-08-04,35.0,17.0,43.0,26.0,2.0,4.0
2019-08-05,33.0,20.0,45.0,30.0,2.0,4.0
2019-08-06,41.0,20.0,35.0,29.0,2.0,5.0
2019-08-07,44.0,16.0,36.0,28.0,2.0,4.0
2019-08-08,43.0,29.0,41.0,30.0,2.0,5.0
2019-08-09,45.0,20.0,36.0,22.0,2.0,4.0
2019-08-10,37.0,7.0,39.0,21.0,2.0,4.0
2019-08-11,20.0,24.0,44.0,29.0,2.0,5.0
2019-08-12,44.0,18.0,30.0,27.0,2.0,4.0
2019-08-13,37.0,14.0,22.0,27.0,2.0,4.0
2019-08-14,32.0,18.0,42.0,23.0,2.0,4.0
2019-08-15,40.0,18.0,23.0,23.0,2.0,4.0
2019-08-16,44.0,15.0,36.0,21.0,2.0,4.0
2019-08-17,41.0,14.0,28.0,23.0,2.0,5.0
2019-08-18,34.0,19.0,44.0,27.0,2.0,4.0
2019-08-19,31.0,14.0,32.0,23.0,2.0,5.0
2019-08-20,35.0,13.0,23.0,21.0,1.0,4.0
2019-08-21,36.0,15.0,34.0,24.0,1.0,4.0
2019-08-22,33.0,22.0,40.0,27.0,2.0,5.0
2019-08-23,49.0,21.0,42.0,25.0,2.0,5.0
2019-08-24,44.0,23.0,39.0,26.0,2.0,5.0
2019-08-25,50.0,33.0,40.0,30.0,2.0,6.0
2019-08-26,51.0,38.0,36.0,29.0,2.0,6.0
2019-08-27,55.0,30.0,45.0,29.0,2.0,6.0
2019-08-28,52.0,29.0,42.0,30.0,2.0,6.0
2019-08-29,47.0,30.0,58.0,34.0,2.0,6.0
2019-08-30,53.0,25.0,52.0,30.0,2.0,6.0
2019-08-31,50.0,27.0,44.0,27.0,2.0,5.0
2019-09-01,49.0,16.0,30.0,23.0,2.0,4.0
2019-09-02,39.0,15.0,23.0,23.0,2.0,5.0
2019-09-03,33.0,21.0,39.0,26.0,2.0,5.0
2019-09-04,32.0,23.0,37.0,28.0,2.0,5.0
2019-09-05,30.0,21.0,31.0,27.0,2.0,5.0
2019-09-06,24.0,24.0,23.0,25.0,2.0,6.0
2019-09-07,55.0,16.0,35.0,22.0,2.0,5.0
2019-09-08,38.0,17.0,24.0,26.0,2.0,5.0
2019-09-09,46.0,10.0,29.0,26.0,3.0,5.0
2019-09-10,22.0,23.0,38.0,28.0,2.0,6.0
2019-09-11,42.0,27.0,39.0,30.0,2.0,6.0
2019-09-12,49.0,22.0,30.0,27.0,2.0,5.0
2019-09-13,44.0,17.0,28.0,21.0,2.0,4.0
2019-09-14,23.0,18.0,32.0,21.0,3.0,5.0
2019-09-15,36.0,22.0,25.0,24.0,3.0,5.0
2019-09-16,39.0,19.0,24.0,19.0,3.0,4.0
2019-09-17,27.0,17.0,24.0,19.0,3.0,4.0
2019-09-18,22.0,18.0,21.0,23.0,3.0,4.0
2019-09-19,34.0,25.0,19.0,24.0,3.0,5.0
2019-09-20,47.0,31.0,29.0,23.0,3.0,6.0
2019-09-21,49.0,26.0,32.0,24.0,3.0,7.0
2019-09-22,50.0,31.0,21.0,24.0,3.0,7.0
2019-09-23,55.0,47.0,17.0,23.0,3.0,6.0
2019-09-24,64.0,49.0,6.0,25.0,3.0,9.0
2019-09-25,78.0,23.0,21.0,22.0,3.0,6.0
2019-09-26,44.0,22.0,19.0,27.0,3.0,7.0
2019-09-27,41.0,15.0,23.0,20.0,3.0,5.0
2019-09-28,28.0,12.0,24.0,23.0,3.0,6.0
2019-09-29,26.0,15.0,27.0,18.0,3.0,4.0
2019-09-30,17.0,13.0,27.0,27.0,3.0,7.0
2019-10-01,46.0,24.0,15.0,29.0,2.0,8.0
2019-10-02,78.0,18.0,18.0,22.0,1.0,6.0
2019-10-03,74.0,23.0,15.0,24.0,1.0,7.0
2019-10-04,94.0,16.0,19.0,19.0,1.0,7.0
2019-10-05,73.0,15.0,21.0,19.0,1.0,6.0
2019-10-06,60.0,27.0,24.0,25.0,1.0,7.0
2019-10-07,83.0,32.0,19.0,28.0,1.0,9.0
2019-10-08,95.0,17.0,10.0,25.0,1.0,8.0
2019-10-09,69.0,11.0,22.0,21.0,1.0,6.0
2019-10-10,34.0,15.0,21.0,27.0,1.0,8.0
2019-10-11,50.0,22.0,24.0,29.0,1.0,10.0
2019-10-12,61.0,32.0,22.0,26.0,1.0,10.0
2019-10-13,82.0,39.0,21.0,30.0,1.0,12.0
2019-10-14,94.0,47.0,28.0,36.0,1.0,12.0
2019-10-15,107.0,24.0,22.0,25.0,1.0,9.0
2019-10-16,72.0,32.0,28.0,30.0,1.0,10.0
2019-10-17,68.0,42.0,25.0,31.0,2.0,11.0
2019-10-18,98.0,48.0,19.0,27.0,2.0,12.0
2019-10-19,120.0,26.0,24.0,28.0,1.0,11.0
2019-10-20,93.0,36.0,14.0,31.0,2.0,9.0
2019-10-21,81.0,53.0,21.0,30.0,2.0,11.0
2019-10-22,116.0,50.0,8.0,25.0,1.0,10.0
2019-10-23,153.0,51.0,10.0,30.0,1.0,13.0
2019-10-24,140.0,56.0,18.0,29.0,2.0,10.0
2019-10-25,134.0,53.0,19.0,27.0,2.0,11.0
2019-10-26,139.0,39.0,25.0,22.0,2.0,8.0
2019-10-27,105.0,27.0,21.0,24.0,1.0,5.0
2019-10-28,74.0,50.0,13.0,22.0,3.0,7.0
2019-10-29,125.0,23.0,23.0,27.0,1.0,6.0
2019-10-30,73.0,55.0,10.0,26.0,2.0,9.0
2019-10-31,149.0,57.0,9.0,21.0,1.0,9.0
2019-11-01,155.0,40.0,8.0,24.0,3.0,11.0
2019-11-02,120.0,19.0,26.0,20.0,1.0,7.0
2019-11-03,72.0,18.0,17.0,26.0,1.0,8.0
2019-11-04,67.0,31.0,14.0,30.0,1.0,10.0
2019-11-05,76.0,41.0,14.0,28.0,2.0,9.0
2019-11-06,107.0,48.0,7.0,30.0,4.0,14.0
2019-11-07,121.0,39.0,4.0,22.0,1.0,13.0
2019-11-08,130.0,34.0,2.0,19.0,2.0,13.0
2019-11-09,108.0,20.0,8.0,16.0,2.0,9.0
2019-11-10,79.0,26.0,19.0,18.0,1.0,8.0
2019-11-11,81.0,28.0,11.0,31.0,2.0,12.0
2019-11-12,80.0,28.0,16.0,27.0,2.0,11.0
2019-11-13,94.0,24.0,11.0,21.0,2.0,8.0
2019-11-14,79.0,38.0,5.0,18.0,1.0,10.0
2019-11-15,115.0,36.0,16.0,26.0,2.0,13.0
2019-11-16,107.0,30.0,15.0,23.0,2.0,11.0
2019-11-17,97.0,39.0,10.0,35.0,2.0,14.0
2019-11-18,95.0,42.0,6.0,32.0,2.0,14.0
2019-11-19,93.0,36.0,7.0,23.0,2.0,12.0
2019-11-20,125.0,25.0,12.0,22.0,2.0,8.0
2019-11-21,79.0,26.0,6.0,15.0,3.0,9.0
2019-11-22,76.0,34.0,4.0,16.0,1.0,10.0
2019-11-23,116.0,29.0,7.0,15.0,1.0,17.0
2019-11-24,130.0,38.0,3.0,14.0,2.0,10.0
2019-11-25,123.0,43.0,2.0,15.0,2.0,11.0
2019-11-26,130.0,41.0,2.0,20.0,2.0,13.0
2019-11-27,133.0,82.0,1.0,30.0,4.0,23.0
2019-11-28,165.0,19.0,16.0,25.0,2.0,9.0
2019-11-29,64.0,25.0,22.0,21.0,3.0,8.0
2019-11-30,69.0,46.0,17.0,29.0,4.0,12.0
2019-12-01,123.0,48.0,13.0,26.0,4.0,11.0
2019-12-02,133.0,34.0,16.0,28.0,2.0,9.0
2019-12-03,97.0,67.0,6.0,35.0,3.0,14.0
2019-12-04,164.0,67.0,3.0,33.0,5.0,16.0
2019-12-05,162.0,46.0,8.0,30.0,5.0,12.0
2019-12-06,132.0,33.0,11.0,24.0,5.0,10.0
2019-12-07,101.0,14.0,20.0,29.0,3.0,10.0
2019-12-08,53.0,30.0,12.0,36.0,3.0,12.0
2019-12-09,76.0,29.0,15.0,23.0,3.0,9.0
2019-12-10,75.0,43.0,14.0,29.0,3.0,10.0
2019-12-11,101.0,72.0,2.0,38.0,4.0,17.0
2019-12-12,158.0,37.0,2.0,35.0,5.0,13.0
2019-12-13,95.0,16.0,20.0,32.0,4.0,10.0
2019-12-14,51.0,15.0,26.0,31.0,3.0,9.0
2019-12-15,50.0,40.0,18.0,33.0,2.0,13.0
2019-12-16,92.0,81.0,1.0,31.0,2.0,22.0
2019-12-17,171.0,70.0,2.0,36.0,2.0,22.0
2019-12-18,163.0,62.0,2.0,27.0,1.5,19.0
2019-12-19,160.0,45.0,20.0,40.0,1.0,16.0
2019-12-20,107.0,25.0,23.0,30.0,1.0,10.0
2019-12-21,69.0,28.0,12.0,19.0,1.0,9.0
2019-12-22,81.0,26.0,10.0,22.0,1.0,10.0
2019-12-23,71.0,20.0,19.0,13.0,1.0,7.0
2019-12-24,44.0,30.0,13.0,16.0,1.0,9.0
2019-12-25,88.0,17.0,17.0,12.0,1.0,7.0
2019-12-26,52.0,14.0,14.0,17.0,2.0,7.0
2019-12-27,48.0,8.0,16.0,13.0,3.0,6.0
2019-12-28,31.0,14.0,11.0,25.0,4.0,10.5
2019-12-29,31.0,14.0,11.0,25.0,4.0,10.5
2019-12-30,55.0,21.0,8.5,31.0,0,45,13.5
2019-12-31,86.0,28.0,6.0,37.0,5.0,15.0
2020-01-01,86.0,28.0,6.0,37.0,5.0,15.0
2020-01-02,141.0,56.0,22.0,33.0,5.0,18.0
2020-01-03,186.0,76.0,24.0,13.0,3.0,4.0
2020-01-04,126.0,16.0,26.0,12.0,1.0,4.0
2020-01-05,66.0,16.0,15.0,23.0,2.0,8.0
2020-01-06,129.0,47.0,8.0,29.0,3.0,10.0
2020-01-07,137.0,57.0,13.0,27.0,4.0,9.0
2020-01-08,127.0,45.0,3.0,27.0,2.0,10.0
2020-01-09,106.0,36.0,9.0,28.0,6.0,10.0
2020-01-10,141.0,51.0,13.0,17.0,2.0,5.0
2020-01-11,75.0,23.0,17.0,22.0,2.0,7.0
2020-01-12,80.0,23.0,10.0,28.0,3.0,9.0
2020-01-13,94.0,39.0,2.0,25.0,2.0,14.0
2020-01-14,165.0,69.0,4.0,32.0,4.0,15.0
2020-01-15,159.0,68.0,2.0,32.0,4.0,16.0
2020-01-16,161.0,67.0,3.0,26.0,1.0,14.0
2020-01-17,149.0,45.0,5.0,24.0,6.0,13.0
2020-01-18,150.0,59.0,14.0,21.0,3.0,10.0
2020-01-19,122.0,46.0,18.0,24.0,2.0,6.0
2020-01-20,86.0,34.0,20.0,23.0,4.0,7.0
2020-01-21,91.0,33.0,13.0,20.0,4.0,7.0
2020-01-22,92.0,35.0,16.0,31.0,3.0,8.0
2020-01-23,92.0,36.0,17.0,30.0,5.0,13.0
2020-01-24,147.0,58.0,13.0,23.0,6.0,9.0
2020-01-25,125.0,47.0,9.0,22.0,7.0,10.0
2020-01-26,153.0,58.0,6.0,31.0,7.0,14.0
2020-01-27,160.0,67.0,19.0,35.0,3.0,19.0
2020-01-28,142.0,45.0,25.0,18.0,3.0,6.0
2020-01-29,42.0,14.0,22.0,21.0,2.0,6.0
2020-01-30,48.0,16.0,20.0,23.0,3.0,6.0
2020-01-31,45.0,18.0,24.0,20.0,2.0,7.0
2020-02-01,41.0,12.0,27.0,14.0,2.0,5.0
2020-02-02,28.0,11.0,18.0,22.0,2.0,6.0
2020-02-03,46.0,15.0,25.0,23.0,1.0,6.0
2020-02-04,34.0,13.0,24.0,19.0,1.0,5.0
2020-02-05,30.0,12.0,13.0,20.0,4.0,5.0
2020-02-06,86.0,38.0,23.0,28.0,2.0,6.0
2020-02-07,62.0,28.0,17.0,31.0,2.0,9.0
2020-02-08,113.0,49.0,1.0,22.0,1.0,16.0
2020-02-09,187.0,56.0,2.2666666666666666,22.6,1.0666666666666667,15.4
2020-02-10,178.93333333333334,15.0,3.533333333333333,23.2,1.1333333333333333,14.8
2020-02-11,170.86666666666667,10.0,4.8,23.8,1.2,14.2
2020-02-12,162.8,11.0,6.066666666666666,24.4,1.2666666666666666,13.6
2020-02-13,154.73333333333335,23.0,7.333333333333333,25.0,1.3333333333333333,13.0
2020-02-14,146.66666666666669,23.0,8.6,25.6,1.4,12.4
2020-02-15,138.6,28.0,9.866666666666667,26.2,1.4666666666666668,11.8
2020-02-16,130.53333333333333,39.0,11.133333333333333,26.8,1.5333333333333332,11.2
2020-02-17,122.46666666666667,39.0,12.399999999999999,27.4,1.6,10.600000000000001
2020-02-18,114.4,20.0,13.666666666666666,28.0,1.6666666666666665,10.0
2020-02-19,106.33333333333334,19.0,14.933333333333334,28.6,1.7333333333333334,9.4
2020-02-20,98.26666666666667,29.0,16.2,29.2,1.8,8.8
2020-02-21,90.2,30.0,17.466666666666665,29.8,1.8666666666666667,8.2
2020-02-22,82.13333333333334,26.0,18.733333333333334,30.4,1.9333333333333333,7.6
2020-02-23,74.06666666666666,8.0,20.0,31.0,2.0,7.0
2020-02-24,66.0,18.0,20.0,28.0,1.0,7.0
2020-02-25,54.0,19.0,25.0,25.0,2.0,6.0
2020-02-26,43.0,16.0,23.0,26.0,1.0,6.0
2020-02-27,52.0,21.0,20.0,25.0,2.0,7.0
2020-02-28,78.0,30.0,27.0,29.0,1.0,6.0
2020-02-29,56.0,23.0,26.0,29.0,1.0,7.0
2020-03-01,58.0,20.0,21.0,31.0,2.0,8.0
2020-03-02,61.0,23.0,15.0,25.0,2.0,8.0
2020-03-03,63.0,22.0,18.0,25.0,2.0,5.0
2020-03-04,69.0,27.0,33.0,31.0,1.0,8.0
2020-03-05,106.0,47.0,19.0,36.0,2.0,9.0
2020-03-06,84.0,36.0,19.0,20.0,2.0,6.0
2020-03-07,57.0,20.0,24.0,23.0,2.0,6.0
2020-03-08,78.0,33.0,30.0,32.0,1.0,10.0
2020-03-09,102.0,49.0,25.0,32.0,3.0,9.0
2020-03-10,14.0,45.0,25.0,18.0,1.0,5.0
2020-03-11,49.0,12.0,27.0,20.0,1.0,6.0
2020-03-12,51.0,18.0,27.0,19.0,1.0,4.0
2020-03-13,39.0,15.0,33.0,13.0,1.0,3.0
2020-03-14,37.0,13.0,35.0,16.0,1.0,4.0
2020-03-15,66.0,21.0,29.0,25.0,2.0,6.0
2020-03-16,88.0,33.0,32.0,29.0,4.0,8.0
2020-03-17,115.0,48.0,35.0,30.0,3.0,9.0
2020-03-18,127.0,61.0,38.0,26.0,1.0,9.0
2020-03-19,119.0,52.0,23.0,22.0,1.0,5.0
2020-03-20,100.0,43.0,27.0,11.0,1.0,3.0
2020-03-21,48.0,15.0,29.0,7.0,1.0,3.0
2020-03-22,40.0,13.0,34.0,14.0,1.0,4.0
2020-03-23,62.0,21.0,35.0,17.0,1.0,4.0
2020-03-24,66.0,23.0,38.0,17.0,1.0,4.0
2020-03-25,76.0,31.0,37.0,23.0,2.0,5.0
2020-03-26,88.0,36.0,43.0,27.0,2.0,5.0
2020-03-27,105.0,44.0,45.0,29.0,2.0,6.0
2020-03-28,130.0,51.0,37.0,11.0,4.0,6.0
2020-03-29,138.0,56.0,29.0,17.0,1.0,4.0
2020-03-30,47.0,16.0,28.0,21.0,2.0,6.0
2020-03-31,115.0,42.0,35.0,20.0,3.0,6.0
2020-04-01,120.0,43.0,41.0,26.0,2.0,7.0
2020-04-02,106.0,43.0,34.0,20.0,2.0,6.0
2020-04-03,93.0,35.0,39.0,19.0,2.0,5.0
2020-04-04,88.0,36.0,43.0,13.0,1.0,5.0
2020-04-05,92.0,30.0,44.0,32.0,1.0,6.0
2020-04-06,80.0,45.0,42.0,30.0,1.0,7.0
2020-04-07,96.0,44.0,44.0,32.0,1.0,7.0
2020-04-08,95.0,42.0,48.0,25.0,1.0,6.0
2020-04-09,94.0,26.0,37.0,21.0,1.0,4.0
2020-04-10,50.0,36.0,44.0,17.0,1.0,5.0
2020-04-11,83.0,23.0,45.0,14.0,1.0,5.0
2020-04-12,58.0,24.0,42.0,7.0,1.0,4.0
2020-04-13,64.0,22.0,31.0,11.0,1.0,3.0
2020-04-14,35.0,33.0,35.0,16.0,2.0,4.0
2020-04-15,66.0,32.0,43.0,21.0,1.0,5.0
2020-04-16,61.0,33.0,38.0,25.0,1.0,5.0
2020-04-17,63.0,25.0,43.0,18.0,1.0,4.0
2020-04-18,51.0,16.0,39.0,12.0,1.0,4.0
2020-04-19,41.0,21.0,37.0,21.0,1.0,5.0
